mass JESUp JESDown

Wprime_WZ_lvjj_M800 0.402 -0.905
Wprime_WZ_lvjj_M1000 1.017 -2.348
Wprime_WZ_lvjj_M1200 2.895 -3.421
Wprime_WZ_lvjj_M1400 3.550 -4.991
Wprime_WZ_lvjj_M1600 4.750 -5.172
Wprime_WZ_lvjj_M1800 5.425 -6.860
Wprime_WZ_lvjj_M2000 5.906 -6.356
Wprime_WZ_lvjj_M2500 6.471 -7.634
Wprime_WZ_lvjj_M3000 6.077 -7.219
Wprime_WZ_lvjj_M3500 6.325 -6.981
Wprime_WZ_lvjj_M4000 5.381 -6.952
Wprime_WZ_lvjj_M4500 5.244 -7.153
