mass JMRUp JMRDown

Wprime_WZ_lvjj_M800 -0.763 -1.908
Wprime_WZ_lvjj_M1000 -0.279 0.279
Wprime_WZ_lvjj_M1200 0.000 0.225
Wprime_WZ_lvjj_M1400 -1.328 -0.949
Wprime_WZ_lvjj_M1600 -1.246 -0.467
Wprime_WZ_lvjj_M1800 0.843 1.545
Wprime_WZ_lvjj_M2000 -0.122 -0.733
Wprime_WZ_lvjj_M2500 -0.322 -0.643
Wprime_WZ_lvjj_M3000 0.297 0.693
Wprime_WZ_lvjj_M3500 0.649 0.093
Wprime_WZ_lvjj_M4000 -0.489 0.570
Wprime_WZ_lvjj_M4500 -0.680 0.510
