mass JESUp JESDown

Wprime_WZ_lvjj_M800 -1.090 0.545
Wprime_WZ_lvjj_M1000 -0.904 0.181
Wprime_WZ_lvjj_M1200 -0.315 -0.630
Wprime_WZ_lvjj_M1400 0.141 -1.130
Wprime_WZ_lvjj_M1600 0.772 -0.772
Wprime_WZ_lvjj_M1800 0.353 -0.235
Wprime_WZ_lvjj_M2000 0.865 -0.108
Wprime_WZ_lvjj_M2500 1.255 -0.579
Wprime_WZ_lvjj_M3000 0.446 -1.515
Wprime_WZ_lvjj_M3500 0.705 -0.470
Wprime_WZ_lvjj_M4000 0.618 -0.696
Wprime_WZ_lvjj_M4500 0.078 -1.797
