mass JESUp JESDown

BulkG_WW_lvjj_M800 10.201 -9.385
BulkG_WW_lvjj_M1000 14.271 -13.492
BulkG_WW_lvjj_M1200 15.346 -16.274
BulkG_WW_lvjj_M1400 20.046 -15.741
BulkG_WW_lvjj_M1600 21.077 -17.452
BulkG_WW_lvjj_M1800 22.443 -18.242
BulkG_WW_lvjj_M2000 23.310 -18.659
BulkG_WW_lvjj_M2500 21.999 -19.174
BulkG_WW_lvjj_M3000 22.380 -21.009
BulkG_WW_lvjj_M3500 24.043 -18.597
BulkG_WW_lvjj_M4000 18.611 -18.182
BulkG_WW_lvjj_M4500 19.312 -17.328
