mass JMSUp JMSDown

BulkG_WW_lvjj_M800 6.087 -5.217
BulkG_WW_lvjj_M1000 5.983 -5.128
BulkG_WW_lvjj_M1200 3.478 -2.609
BulkG_WW_lvjj_M1400 5.738 -3.279
BulkG_WW_lvjj_M1600 4.511 -12.030
BulkG_WW_lvjj_M1800 7.080 -4.425
BulkG_WW_lvjj_M2000 13.600 -8.800
BulkG_WW_lvjj_M2500 12.097 -5.645
BulkG_WW_lvjj_M3000 8.667 -8.000
BulkG_WW_lvjj_M3500 8.589 -10.429
BulkG_WW_lvjj_M4000 6.091 -10.660
BulkG_WW_lvjj_M4500 4.571 -9.714
