mass JESUp JESDown

BulkG_WW_lvjj_M800 9.020 -8.196
BulkG_WW_lvjj_M1000 13.284 -11.347
BulkG_WW_lvjj_M1200 16.341 -14.098
BulkG_WW_lvjj_M1400 19.833 -16.435
BulkG_WW_lvjj_M1600 20.622 -16.796
BulkG_WW_lvjj_M1800 20.181 -19.082
BulkG_WW_lvjj_M2000 22.194 -20.063
BulkG_WW_lvjj_M2500 22.331 -18.896
BulkG_WW_lvjj_M3000 25.898 -18.882
BulkG_WW_lvjj_M3500 21.205 -20.323
BulkG_WW_lvjj_M4000 20.530 -17.925
BulkG_WW_lvjj_M4500 17.154 -17.010
