mass JMSUp JMSDown

Wprime_WZ_lvjj_M800 -0.272 0.815
Wprime_WZ_lvjj_M1000 -0.181 0.000
Wprime_WZ_lvjj_M1200 0.475 -0.475
Wprime_WZ_lvjj_M1400 0.994 -0.568
Wprime_WZ_lvjj_M1600 0.644 -0.515
Wprime_WZ_lvjj_M1800 0.706 -0.235
Wprime_WZ_lvjj_M2000 0.324 -0.108
Wprime_WZ_lvjj_M2500 0.585 0.097
Wprime_WZ_lvjj_M3000 0.179 -0.983
Wprime_WZ_lvjj_M3500 0.000 -0.469
Wprime_WZ_lvjj_M4000 0.701 -0.545
Wprime_WZ_lvjj_M4500 0.866 -1.102
