mass JMRUp JMRDown

BulkG_WW_lvjj_M800 -4.587 -2.141
BulkG_WW_lvjj_M1000 -2.331 0.699
BulkG_WW_lvjj_M1200 -0.208 1.042
BulkG_WW_lvjj_M1400 -1.017 -0.339
BulkG_WW_lvjj_M1600 -1.028 0.294
BulkG_WW_lvjj_M1800 0.000 0.990
BulkG_WW_lvjj_M2000 -1.168 0.117
BulkG_WW_lvjj_M2500 -0.707 0.202
BulkG_WW_lvjj_M3000 -3.324 -1.348
BulkG_WW_lvjj_M3500 -0.861 0.689
BulkG_WW_lvjj_M4000 -0.860 -0.086
BulkG_WW_lvjj_M4500 1.000 1.455
