mass JESUp JESDown

BulkG_WW_lvjj_M800 7.438 -9.917
BulkG_WW_lvjj_M1000 14.400 -8.800
BulkG_WW_lvjj_M1200 9.244 -2.521
BulkG_WW_lvjj_M1400 10.938 -7.812
BulkG_WW_lvjj_M1600 10.791 -15.108
BulkG_WW_lvjj_M1800 15.323 -11.290
BulkG_WW_lvjj_M2000 14.286 -17.143
BulkG_WW_lvjj_M2500 18.382 -14.706
BulkG_WW_lvjj_M3000 14.815 -19.753
BulkG_WW_lvjj_M3500 17.143 -18.857
BulkG_WW_lvjj_M4000 23.301 -20.874
BulkG_WW_lvjj_M4500 20.109 -16.304
