mass JMRUp JMRDown

Zprime_WZ_lvjj_M800 0.457 1.279
Zprime_WZ_lvjj_M1000 -2.020 0.877
Zprime_WZ_lvjj_M1200 -0.747 2.131
Zprime_WZ_lvjj_M1400 0.123 2.291
Zprime_WZ_lvjj_M1800 -1.791 1.477
Zprime_WZ_lvjj_M2000 -1.099 1.648
Zprime_WZ_lvjj_M2500 -0.434 2.465
Zprime_WZ_lvjj_M3000 -1.008 1.506
Zprime_WZ_lvjj_M3500 -1.564 1.256
Zprime_WZ_lvjj_M4000 -1.337 1.212
Zprime_WZ_lvjj_M4500 -0.469 1.205
