mass JMRUp JMRDown

Wprime_WZ_lvjj_M800 -2.000 1.000
Wprime_WZ_lvjj_M1000 -3.000 1.000
Wprime_WZ_lvjj_M1200 -3.000 0.000
Wprime_WZ_lvjj_M1400 -1.000 0.000
Wprime_WZ_lvjj_M1600 -2.000 0.000
Wprime_WZ_lvjj_M1800 -1.000 0.000
Wprime_WZ_lvjj_M2000 -2.000 0.000
Wprime_WZ_lvjj_M2500 -2.000 0.000
Wprime_WZ_lvjj_M3000 -2.000 0.000
Wprime_WZ_lvjj_M3500 -1.000 1.000
Wprime_WZ_lvjj_M4000 -2.000 1.000
Wprime_WZ_lvjj_M4500 -1.000 1.000
