mass JMRUp JMRDown

BulkG_WW_lvjj_M800 -4.688 -4.167
BulkG_WW_lvjj_M1000 4.444 -5.000
BulkG_WW_lvjj_M1200 14.493 -5.072
BulkG_WW_lvjj_M1400 7.317 6.098
BulkG_WW_lvjj_M1600 8.148 -3.704
BulkG_WW_lvjj_M1800 -2.000 -2.000
BulkG_WW_lvjj_M2000 0.625 -8.750
BulkG_WW_lvjj_M2500 8.642 3.086
BulkG_WW_lvjj_M3000 -2.395 1.198
BulkG_WW_lvjj_M3500 5.914 -0.538
BulkG_WW_lvjj_M4000 -2.715 -4.525
BulkG_WW_lvjj_M4500 -2.294 -9.174
