mass JMRUp JMRDown

Wprime_WZ_lvjj_M800 3.436 -0.814
Wprime_WZ_lvjj_M1000 0.811 -3.901
Wprime_WZ_lvjj_M1200 -2.200 -4.478
Wprime_WZ_lvjj_M1400 -0.310 -2.205
Wprime_WZ_lvjj_M1600 1.526 -0.214
Wprime_WZ_lvjj_M1800 0.579 -1.295
Wprime_WZ_lvjj_M2000 -0.639 -0.409
Wprime_WZ_lvjj_M2500 1.281 0.123
Wprime_WZ_lvjj_M3000 1.147 -1.244
Wprime_WZ_lvjj_M3500 2.685 0.961
Wprime_WZ_lvjj_M4000 0.660 -0.684
Wprime_WZ_lvjj_M4500 0.903 0.073
