mass JMRUp JMRDown

Wprime_WZ_lvjj_M800 -6.369 -5.096
Wprime_WZ_lvjj_M1000 -0.930 3.721
Wprime_WZ_lvjj_M1200 -1.460 1.825
Wprime_WZ_lvjj_M1400 2.466 -2.740
Wprime_WZ_lvjj_M1600 0.262 -2.100
Wprime_WZ_lvjj_M1800 0.911 -0.456
Wprime_WZ_lvjj_M2000 0.591 -0.591
Wprime_WZ_lvjj_M2500 -2.471 1.153
Wprime_WZ_lvjj_M3000 2.038 4.545
Wprime_WZ_lvjj_M3500 1.478 1.747
Wprime_WZ_lvjj_M4000 0.000 -2.649
Wprime_WZ_lvjj_M4500 0.258 1.933
