mass JMRUp JMRDown

BulkG_WW_lvjj_M800 -1.166 2.624
BulkG_WW_lvjj_M1000 -2.452 3.542
BulkG_WW_lvjj_M1200 -4.878 0.750
BulkG_WW_lvjj_M1400 -4.105 -0.821
BulkG_WW_lvjj_M1600 -2.978 1.724
BulkG_WW_lvjj_M1800 -0.996 0.427
BulkG_WW_lvjj_M2000 -1.011 1.391
BulkG_WW_lvjj_M2500 -0.525 0.735
BulkG_WW_lvjj_M3000 0.000 -1.726
BulkG_WW_lvjj_M3500 -0.206 2.784
BulkG_WW_lvjj_M4000 0.189 2.744
BulkG_WW_lvjj_M4500 0.798 2.293
