mass JESUp JESDown

BulkG_WW_lvjj_M800 -4.061 4.061
BulkG_WW_lvjj_M1000 -3.311 2.318
BulkG_WW_lvjj_M1200 -1.648 0.549
BulkG_WW_lvjj_M1400 -2.407 -0.219
BulkG_WW_lvjj_M1600 -1.107 2.030
BulkG_WW_lvjj_M1800 -2.041 -0.170
BulkG_WW_lvjj_M2000 -0.698 1.397
BulkG_WW_lvjj_M2500 0.350 -0.233
BulkG_WW_lvjj_M3000 -0.419 -0.839
BulkG_WW_lvjj_M3500 0.511 -0.716
BulkG_WW_lvjj_M4000 -0.943 0.105
BulkG_WW_lvjj_M4500 0.216 -1.402
