mass JMSUp JMSDown

Zprime_WZ_lvjj_M800 0.011 -0.187
Zprime_WZ_lvjj_M1000 0.302 -0.321
Zprime_WZ_lvjj_M1200 0.341 -0.512
Zprime_WZ_lvjj_M1400 0.491 -0.473
Zprime_WZ_lvjj_M1800 0.458 -0.508
Zprime_WZ_lvjj_M2000 0.417 -0.536
Zprime_WZ_lvjj_M2500 0.502 -0.697
Zprime_WZ_lvjj_M3000 0.616 -0.572
Zprime_WZ_lvjj_M3500 0.717 -0.635
Zprime_WZ_lvjj_M4000 0.554 -0.822
Zprime_WZ_lvjj_M4500 0.375 -0.619
