mass JMSUp JMSDown

BulkG_WW_lvjj_M800 -0.314 -0.314
BulkG_WW_lvjj_M1000 0.000 -0.939
BulkG_WW_lvjj_M1200 0.000 -0.830
BulkG_WW_lvjj_M1400 0.684 -1.538
BulkG_WW_lvjj_M1600 1.036 -0.888
BulkG_WW_lvjj_M1800 1.138 -1.138
BulkG_WW_lvjj_M2000 0.824 -1.060
BulkG_WW_lvjj_M2500 1.117 -1.523
BulkG_WW_lvjj_M3000 1.455 -2.182
BulkG_WW_lvjj_M3500 1.578 -1.840
BulkG_WW_lvjj_M4000 1.578 -1.402
BulkG_WW_lvjj_M4500 1.554 -1.371
