mass JESUp JESDown

BulkG_WW_lvjj_M800 1.130 -0.847
BulkG_WW_lvjj_M1000 -3.191 5.319
BulkG_WW_lvjj_M1200 -3.896 2.968
BulkG_WW_lvjj_M1400 0.491 0.655
BulkG_WW_lvjj_M1600 -2.141 0.000
BulkG_WW_lvjj_M1800 -1.543 0.842
BulkG_WW_lvjj_M2000 -0.619 0.248
BulkG_WW_lvjj_M2500 -1.638 -1.228
BulkG_WW_lvjj_M3000 0.217 0.326
BulkG_WW_lvjj_M3500 -0.500 -0.899
BulkG_WW_lvjj_M4000 0.656 -0.562
BulkG_WW_lvjj_M4500 -0.774 -0.193
