mass JMRUp JMRDown

BulkG_WW_lvjj_M800 -2.007 1.464
BulkG_WW_lvjj_M1000 -1.907 1.752
BulkG_WW_lvjj_M1200 -1.405 1.641
BulkG_WW_lvjj_M1400 -0.971 1.943
BulkG_WW_lvjj_M1600 -1.812 1.650
BulkG_WW_lvjj_M1800 -1.431 1.223
BulkG_WW_lvjj_M2000 -1.190 1.609
BulkG_WW_lvjj_M2500 -1.470 1.741
BulkG_WW_lvjj_M3000 -1.073 1.359
BulkG_WW_lvjj_M3500 -1.285 1.410
BulkG_WW_lvjj_M4000 -1.348 1.708
BulkG_WW_lvjj_M4500 -1.415 0.930
