mass JMRUp JMRDown

BulkG_WW_lvjj_M800 1.000 -2.000
BulkG_WW_lvjj_M1200 3.000 -3.000
BulkG_WW_lvjj_M1400 5.000 -4.000
BulkG_WW_lvjj_M1600 3.000 -6.000
BulkG_WW_lvjj_M1800 10.000 -2.000
BulkG_WW_lvjj_M2000 7.000 -2.000
BulkG_WW_lvjj_M2500 4.000 -4.000
BulkG_WW_lvjj_M3000 2.000 -4.000
BulkG_WW_lvjj_M3500 3.000 -2.000
BulkG_WW_lvjj_M4000 0.000 -2.000
BulkG_WW_lvjj_M4500 1.000 -2.000
