mass JESUp JESDown

BulkG_WW_lvjj_M800 -5.790 5.441
BulkG_WW_lvjj_M1000 -5.448 4.681
BulkG_WW_lvjj_M1200 -5.219 4.404
BulkG_WW_lvjj_M1400 -4.894 3.761
BulkG_WW_lvjj_M1600 -4.262 3.068
BulkG_WW_lvjj_M1800 -3.521 3.069
BulkG_WW_lvjj_M2000 -3.693 3.124
BulkG_WW_lvjj_M2500 -3.875 3.093
BulkG_WW_lvjj_M3000 -4.925 3.173
BulkG_WW_lvjj_M3500 -4.860 3.898
BulkG_WW_lvjj_M4000 -4.776 3.976
BulkG_WW_lvjj_M4500 -4.356 3.719
