mass JESUp JESDown

Wprime_WZ_lvjj_M800 2.727 -4.091
Wprime_WZ_lvjj_M1000 2.115 -1.511
Wprime_WZ_lvjj_M1200 3.933 -4.775
Wprime_WZ_lvjj_M1400 3.429 -4.571
Wprime_WZ_lvjj_M1600 7.614 -6.091
Wprime_WZ_lvjj_M1800 4.914 -7.617
Wprime_WZ_lvjj_M2000 8.726 -6.604
Wprime_WZ_lvjj_M2500 7.981 -8.685
Wprime_WZ_lvjj_M3000 9.761 -11.063
Wprime_WZ_lvjj_M3500 7.514 -10.790
Wprime_WZ_lvjj_M4000 8.503 -10.351
Wprime_WZ_lvjj_M4500 6.967 -8.811
