mass JESUp JESDown

BulkG_WW_lvjj_M800 2.688 -5.376
BulkG_WW_lvjj_M1000 3.955 -8.475
BulkG_WW_lvjj_M1200 17.293 -13.534
BulkG_WW_lvjj_M1400 7.738 -12.500
BulkG_WW_lvjj_M1600 20.800 -12.800
BulkG_WW_lvjj_M1800 17.730 -15.603
BulkG_WW_lvjj_M2000 17.568 -17.568
BulkG_WW_lvjj_M2500 27.632 -15.132
BulkG_WW_lvjj_M3000 20.238 -20.238
BulkG_WW_lvjj_M3500 18.286 -14.857
BulkG_WW_lvjj_M4000 22.000 -14.000
BulkG_WW_lvjj_M4500 16.915 -22.886
