mass JMRUp JMRDown

Wprime_WZ_lvjj_M800 -0.948 0.536
Wprime_WZ_lvjj_M1000 -0.700 0.868
Wprime_WZ_lvjj_M1200 -0.045 0.387
Wprime_WZ_lvjj_M1400 -0.400 0.357
Wprime_WZ_lvjj_M1600 -0.179 0.545
Wprime_WZ_lvjj_M1800 -0.653 0.083
Wprime_WZ_lvjj_M2000 -0.148 0.288
Wprime_WZ_lvjj_M2500 -0.269 0.415
Wprime_WZ_lvjj_M3000 -0.197 0.523
Wprime_WZ_lvjj_M3500 -0.086 0.171
Wprime_WZ_lvjj_M4000 -0.241 0.134
Wprime_WZ_lvjj_M4500 0.000 0.515
