mass JMSUp JMSDown

Wprime_WZ_lvjj_M800 -1.138 1.315
Wprime_WZ_lvjj_M1000 -0.667 0.627
Wprime_WZ_lvjj_M1200 -0.514 0.408
Wprime_WZ_lvjj_M1400 -0.334 0.237
Wprime_WZ_lvjj_M1600 -0.155 0.217
Wprime_WZ_lvjj_M1800 -0.282 0.019
Wprime_WZ_lvjj_M2000 -0.227 0.028
Wprime_WZ_lvjj_M2500 -0.139 0.250
Wprime_WZ_lvjj_M3000 -0.092 0.174
Wprime_WZ_lvjj_M3500 -0.304 0.221
Wprime_WZ_lvjj_M4000 -0.332 0.240
Wprime_WZ_lvjj_M4500 -0.265 0.265
