mass JMRUp JMRDown

Zprime_WZ_lvjj_M800 -0.457 -1.969
Zprime_WZ_lvjj_M1000 0.983 -1.712
Zprime_WZ_lvjj_M1200 3.207 -1.990
Zprime_WZ_lvjj_M1400 10.357 -0.516
Zprime_WZ_lvjj_M1800 3.156 -5.276
Zprime_WZ_lvjj_M2000 3.413 -4.583
Zprime_WZ_lvjj_M2500 2.012 -4.024
Zprime_WZ_lvjj_M3000 3.629 -5.184
Zprime_WZ_lvjj_M3500 1.875 -1.205
Zprime_WZ_lvjj_M4000 2.133 -2.304
Zprime_WZ_lvjj_M4500 -0.705 -4.479
