mass JMRUp JMRDown

BulkG_WW_lvjj_M800 -2.430 0.187
BulkG_WW_lvjj_M1000 -0.183 0.731
BulkG_WW_lvjj_M1200 -0.894 -0.447
BulkG_WW_lvjj_M1400 -1.682 0.647
BulkG_WW_lvjj_M1600 -1.035 0.776
BulkG_WW_lvjj_M1800 -1.172 0.000
BulkG_WW_lvjj_M2000 -0.736 -0.315
BulkG_WW_lvjj_M2500 0.807 1.076
BulkG_WW_lvjj_M3000 -0.366 -1.280
BulkG_WW_lvjj_M3500 0.779 2.249
BulkG_WW_lvjj_M4000 -0.313 1.487
BulkG_WW_lvjj_M4500 0.246 0.246
