mass JMSUp JMSDown

Wprime_WZ_lvjj_M800 -0.376 -0.376
Wprime_WZ_lvjj_M1000 0.276 -0.552
Wprime_WZ_lvjj_M1200 0.224 0.673
Wprime_WZ_lvjj_M1400 0.573 0.191
Wprime_WZ_lvjj_M1600 -0.462 -0.616
Wprime_WZ_lvjj_M1800 0.138 -0.830
Wprime_WZ_lvjj_M2000 0.245 -0.613
Wprime_WZ_lvjj_M2500 0.866 -0.108
Wprime_WZ_lvjj_M3000 0.596 -0.795
Wprime_WZ_lvjj_M3500 0.652 -0.652
Wprime_WZ_lvjj_M4000 0.573 -0.573
Wprime_WZ_lvjj_M4500 0.511 -0.596
