mass JESUp JESDown

Zprime_WZ_lvjj_M800 -0.088 -1.201
Zprime_WZ_lvjj_M1000 0.358 -0.433
Zprime_WZ_lvjj_M1200 0.340 -0.537
Zprime_WZ_lvjj_M1400 0.602 -0.767
Zprime_WZ_lvjj_M1800 0.599 -0.869
Zprime_WZ_lvjj_M2000 0.712 -0.738
Zprime_WZ_lvjj_M2500 0.674 -1.155
Zprime_WZ_lvjj_M3000 1.083 -1.119
Zprime_WZ_lvjj_M3500 0.757 -1.424
Zprime_WZ_lvjj_M4000 0.992 -1.488
Zprime_WZ_lvjj_M4500 0.924 -0.980
