mass JMRUp JMRDown

BulkG_WW_lvjj_M800 -1.990 0.297
BulkG_WW_lvjj_M1000 -1.732 1.994
BulkG_WW_lvjj_M1200 -0.789 1.561
BulkG_WW_lvjj_M1400 -1.645 0.897
BulkG_WW_lvjj_M1600 -2.210 1.383
BulkG_WW_lvjj_M1800 -1.647 1.879
BulkG_WW_lvjj_M2000 -1.089 1.633
BulkG_WW_lvjj_M2500 -1.878 1.352
BulkG_WW_lvjj_M3000 -0.724 1.857
BulkG_WW_lvjj_M3500 -0.521 1.416
BulkG_WW_lvjj_M4000 -0.936 0.988
BulkG_WW_lvjj_M4500 -1.096 1.384
