mass JMSUp JMSDown

BulkG_WW_lvjj_M800 5.000 -7.000
BulkG_WW_lvjj_M1200 10.000 -10.000
BulkG_WW_lvjj_M1400 12.000 -12.000
BulkG_WW_lvjj_M1600 11.000 -10.000
BulkG_WW_lvjj_M1800 11.000 -12.000
BulkG_WW_lvjj_M2000 12.000 -13.000
BulkG_WW_lvjj_M2500 12.000 -10.000
BulkG_WW_lvjj_M3000 11.000 -10.000
BulkG_WW_lvjj_M3500 9.000 -10.000
BulkG_WW_lvjj_M4000 8.000 -9.000
BulkG_WW_lvjj_M4500 7.000 -8.000
