mass JMSUp JMSDown

BulkG_WW_lvjj_M800 -3.694 3.847
BulkG_WW_lvjj_M1000 -3.322 2.716
BulkG_WW_lvjj_M1200 -2.722 2.605
BulkG_WW_lvjj_M1400 -2.036 1.755
BulkG_WW_lvjj_M1600 -1.843 1.534
BulkG_WW_lvjj_M1800 -1.801 1.568
BulkG_WW_lvjj_M2000 -1.870 1.405
BulkG_WW_lvjj_M2500 -1.744 1.212
BulkG_WW_lvjj_M3000 -2.023 1.509
BulkG_WW_lvjj_M3500 -1.618 1.450
BulkG_WW_lvjj_M4000 -1.712 1.552
BulkG_WW_lvjj_M4500 -1.512 1.564
