mass JESUp JESDown

Wprime_WZ_lvjj_M800 -10.028 10.880
Wprime_WZ_lvjj_M1000 -10.027 11.627
Wprime_WZ_lvjj_M1200 -11.598 11.639
Wprime_WZ_lvjj_M1400 -11.377 13.231
Wprime_WZ_lvjj_M1600 -10.701 11.433
Wprime_WZ_lvjj_M1800 -11.707 13.775
Wprime_WZ_lvjj_M2000 -11.051 11.692
Wprime_WZ_lvjj_M2500 -12.041 13.691
Wprime_WZ_lvjj_M3000 -11.956 12.841
Wprime_WZ_lvjj_M3500 -12.285 12.867
Wprime_WZ_lvjj_M4000 -11.656 13.332
Wprime_WZ_lvjj_M4500 -11.282 13.889
