mass JMRUp JMRDown

Wprime_WZ_lvjj_M800 1.950 1.393
Wprime_WZ_lvjj_M1000 -1.996 0.363
Wprime_WZ_lvjj_M1200 -1.890 -0.157
Wprime_WZ_lvjj_M1400 0.286 1.143
Wprime_WZ_lvjj_M1600 0.260 1.039
Wprime_WZ_lvjj_M1800 -0.586 -0.352
Wprime_WZ_lvjj_M2000 -0.536 0.214
Wprime_WZ_lvjj_M2500 -0.292 0.486
Wprime_WZ_lvjj_M3000 0.989 1.349
Wprime_WZ_lvjj_M3500 0.473 0.315
Wprime_WZ_lvjj_M4000 0.388 -0.620
Wprime_WZ_lvjj_M4500 -1.336 0.314
