mass JMSUp JMSDown

BulkG_WW_lvjj_M800 -0.011 -0.044
BulkG_WW_lvjj_M1000 0.185 -0.283
BulkG_WW_lvjj_M1200 0.324 -0.287
BulkG_WW_lvjj_M1400 0.286 -0.341
BulkG_WW_lvjj_M1600 0.426 -0.305
BulkG_WW_lvjj_M1800 0.377 -0.330
BulkG_WW_lvjj_M2000 0.432 -0.360
BulkG_WW_lvjj_M2500 0.410 -0.534
BulkG_WW_lvjj_M3000 0.397 -0.651
BulkG_WW_lvjj_M3500 0.431 -0.382
BulkG_WW_lvjj_M4000 0.477 -0.671
BulkG_WW_lvjj_M4500 0.645 -0.409
