mass JMRUp JMRDown

Zprime_WZ_lvjj_M800 -0.452 1.464
Zprime_WZ_lvjj_M1000 -0.635 1.040
Zprime_WZ_lvjj_M1200 -1.287 1.072
Zprime_WZ_lvjj_M1400 -3.510 0.341
Zprime_WZ_lvjj_M1800 -1.242 1.656
Zprime_WZ_lvjj_M2000 -1.372 1.269
Zprime_WZ_lvjj_M2500 -1.165 1.210
Zprime_WZ_lvjj_M3000 -1.682 1.506
Zprime_WZ_lvjj_M3500 -1.094 0.752
Zprime_WZ_lvjj_M4000 -1.477 1.276
Zprime_WZ_lvjj_M4500 -0.376 2.062
