mass JMRUp JMRDown

Wprime_WZ_lvjj_M800 2.375 -3.430
Wprime_WZ_lvjj_M1000 3.095 -1.885
Wprime_WZ_lvjj_M1200 1.132 -2.786
Wprime_WZ_lvjj_M1400 1.071 -1.861
Wprime_WZ_lvjj_M1600 0.778 -1.581
Wprime_WZ_lvjj_M1800 1.535 -1.791
Wprime_WZ_lvjj_M2000 1.376 -0.466
Wprime_WZ_lvjj_M2500 1.262 -0.357
Wprime_WZ_lvjj_M3000 2.703 1.397
Wprime_WZ_lvjj_M3500 1.131 -1.441
Wprime_WZ_lvjj_M4000 1.815 1.349
Wprime_WZ_lvjj_M4500 0.621 -0.736
