mass JMSUp JMSDown

BulkG_WW_lvjj_M800 -3.941 2.463
BulkG_WW_lvjj_M1000 -2.265 0.647
BulkG_WW_lvjj_M1200 -1.090 -0.272
BulkG_WW_lvjj_M1400 -0.648 -1.080
BulkG_WW_lvjj_M1600 0.184 1.842
BulkG_WW_lvjj_M1800 0.000 -0.508
BulkG_WW_lvjj_M2000 -1.381 0.276
BulkG_WW_lvjj_M2500 -0.465 -0.929
BulkG_WW_lvjj_M3000 0.316 -1.263
BulkG_WW_lvjj_M3500 0.409 -0.409
BulkG_WW_lvjj_M4000 0.636 0.530
BulkG_WW_lvjj_M4500 0.979 0.218
