mass JMSUp JMSDown

Zprime_WZ_lvjj_M800 -3.415 -0.488
Zprime_WZ_lvjj_M1000 -0.332 -0.332
Zprime_WZ_lvjj_M1200 -1.166 1.166
Zprime_WZ_lvjj_M1400 -0.209 1.461
Zprime_WZ_lvjj_M1800 0.000 0.467
Zprime_WZ_lvjj_M2000 0.731 0.146
Zprime_WZ_lvjj_M2500 0.511 -0.511
Zprime_WZ_lvjj_M3000 0.430 -0.645
Zprime_WZ_lvjj_M3500 0.302 -0.504
Zprime_WZ_lvjj_M4000 0.000 -0.877
Zprime_WZ_lvjj_M4500 0.655 -1.123
