mass JESUp JESDown

BulkG_WW_M1000 -8.000 0.000
BulkG_WW_M1200 -13.000 12.000
BulkG_WW_M1400 -14.000 9.000
BulkG_WW_M1600 -12.000 10.000
BulkG_WW_M1800 -12.000 9.000
BulkG_WW_M2000 -12.000 9.000
BulkG_WW_M2500 -12.000 10.000
BulkG_WW_M3000 -15.000 13.000
BulkG_WW_M3500 -16.000 12.000
BulkG_WW_M4000 -16.000 14.000
BulkG_WW_M4500 -15.000 11.000
