mass JESUp JESDown

Wprime_WZ_M1000 -13.000 1.000
Wprime_WZ_M1200 -22.000 23.000
Wprime_WZ_M1400 -22.000 26.000
Wprime_WZ_M1600 -23.000 25.000
Wprime_WZ_M1800 -21.000 24.000
Wprime_WZ_M2000 -25.000 23.000
Wprime_WZ_M2500 -23.000 26.000
Wprime_WZ_M3000 -24.000 27.000
Wprime_WZ_M3500 -25.000 27.000
Wprime_WZ_M4000 -25.000 28.000
Wprime_WZ_M4500 -23.000 29.000
