mass JMSUp JMSDown

BulkG_ZZ_M1000 -10.000 39.000
BulkG_ZZ_M1200 -14.000 19.000
BulkG_ZZ_M1400 -13.000 13.000
BulkG_ZZ_M1600 -14.000 13.000
BulkG_ZZ_M1800 -15.000 14.000
BulkG_ZZ_M2000 -13.000 15.000
BulkG_ZZ_M2500 -15.000 17.000
BulkG_ZZ_M3000 -13.000 13.000
BulkG_ZZ_M3500 -16.000 10.000
BulkG_ZZ_M4000 -10.000 14.000
BulkG_ZZ_M4500 -13.000 11.000
