mass JMSUp JMSDown

Wprime_WZ_M1000 -3.000 1.000
Wprime_WZ_M1200 1.000 -3.000
Wprime_WZ_M1400 0.000 -3.000
Wprime_WZ_M1600 2.000 -3.000
Wprime_WZ_M1800 3.000 -3.000
Wprime_WZ_M2000 3.000 -5.000
Wprime_WZ_M2500 3.000 -5.000
Wprime_WZ_M3000 2.000 -4.000
Wprime_WZ_M3500 2.000 -3.000
Wprime_WZ_M4000 3.000 -4.000
Wprime_WZ_M4500 1.000 -3.000
