mass JMRUp JMRDown

Wprime_WZ_M1000 -1.000 0.000
Wprime_WZ_M1200 -1.000 0.000
Wprime_WZ_M1400 -1.000 0.000
Wprime_WZ_M1600 -1.000 0.000
Wprime_WZ_M1800 -1.000 0.000
Wprime_WZ_M2000 -1.000 0.000
Wprime_WZ_M2500 -2.000 0.000
Wprime_WZ_M3000 -2.000 0.000
Wprime_WZ_M3500 -1.000 0.000
Wprime_WZ_M4000 -1.000 1.000
Wprime_WZ_M4500 -1.000 0.000
