mass JESUp JESDown

BulkG_ZZ_M1000 -1.000 -6.000
BulkG_ZZ_M1200 -7.000 9.000
BulkG_ZZ_M1400 -5.000 5.000
BulkG_ZZ_M1600 -4.000 3.000
BulkG_ZZ_M1800 -7.000 2.000
BulkG_ZZ_M2000 -6.000 3.000
BulkG_ZZ_M2500 -4.000 1.000
BulkG_ZZ_M3000 -6.000 1.000
BulkG_ZZ_M3500 -7.000 3.000
BulkG_ZZ_M4000 -8.000 2.000
BulkG_ZZ_M4500 -6.000 2.000
