mass JESUp JESDown

BulkG_ZZ_M1000 5.000 -11.000
BulkG_ZZ_M1200 -3.000 1.000
BulkG_ZZ_M1400 -2.000 1.000
BulkG_ZZ_M1600 -2.000 0.000
BulkG_ZZ_M1800 -2.000 0.000
BulkG_ZZ_M2000 -2.000 0.000
BulkG_ZZ_M2500 -2.000 0.000
BulkG_ZZ_M3000 -3.000 0.000
BulkG_ZZ_M3500 -3.000 2.000
BulkG_ZZ_M4000 -5.000 2.000
BulkG_ZZ_M4500 -4.000 3.000
