mass JESUp JESDown

BulkG_WW_M1000 15.000 -16.000
BulkG_WW_M1200 14.000 -18.000
BulkG_WW_M1400 20.000 -19.000
BulkG_WW_M1600 21.000 -28.000
BulkG_WW_M1800 24.000 -26.000
BulkG_WW_M2000 27.000 -27.000
BulkG_WW_M2500 21.000 -25.000
BulkG_WW_M3000 19.000 -25.000
BulkG_WW_M3500 18.000 -18.000
BulkG_WW_M4000 15.000 -21.000
BulkG_WW_M4500 15.000 -14.000
