mass JESUp JESDown

Wprime_WZ_M1000 29.000 -25.000
Wprime_WZ_M1200 32.000 -28.000
Wprime_WZ_M1400 35.000 -32.000
Wprime_WZ_M1600 41.000 -34.000
Wprime_WZ_M1800 47.000 -33.000
Wprime_WZ_M2000 48.000 -33.000
Wprime_WZ_M2500 45.000 -34.000
Wprime_WZ_M3000 43.000 -35.000
Wprime_WZ_M3500 40.000 -32.000
Wprime_WZ_M4000 35.000 -30.000
Wprime_WZ_M4500 30.000 -31.000
