mass JMRUp JMRDown

BulkG_ZZ_M1000 -1.000 1.000
BulkG_ZZ_M1200 -1.000 0.000
BulkG_ZZ_M1400 -2.000 -1.000
BulkG_ZZ_M1600 -2.000 0.000
BulkG_ZZ_M1800 -1.000 0.000
BulkG_ZZ_M2000 -1.000 0.000
BulkG_ZZ_M2500 0.000 1.000
BulkG_ZZ_M3000 -1.000 0.000
BulkG_ZZ_M3500 -2.000 0.000
BulkG_ZZ_M4000 0.000 2.000
BulkG_ZZ_M4500 0.000 -1.000
