mass JMSUp JMSDown

Wprime_WZ_M1000 -36.000 42.000
Wprime_WZ_M1200 -23.000 24.000
Wprime_WZ_M1400 -23.000 27.000
Wprime_WZ_M1600 -23.000 25.000
Wprime_WZ_M1800 -20.000 23.000
Wprime_WZ_M2000 -24.000 21.000
Wprime_WZ_M2500 -21.000 23.000
Wprime_WZ_M3000 -22.000 23.000
Wprime_WZ_M3500 -21.000 22.000
Wprime_WZ_M4000 -21.000 21.000
Wprime_WZ_M4500 -17.000 22.000
