mass JESUp JESDown

BulkG_ZZ_M1000 8.000 -14.000
BulkG_ZZ_M1200 8.000 -11.000
BulkG_ZZ_M1400 10.000 -14.000
BulkG_ZZ_M1600 12.000 -16.000
BulkG_ZZ_M1800 14.000 -20.000
BulkG_ZZ_M2000 14.000 -20.000
BulkG_ZZ_M2500 19.000 -19.000
BulkG_ZZ_M3000 14.000 -19.000
BulkG_ZZ_M3500 13.000 -17.000
BulkG_ZZ_M4000 12.000 -16.000
BulkG_ZZ_M4500 9.000 -16.000
