mass JESUp JESDown

BulkG_WW_M1000 6.000 -12.000
BulkG_WW_M1200 1.000 -2.000
BulkG_WW_M1400 1.000 -3.000
BulkG_WW_M1600 1.000 -4.000
BulkG_WW_M1800 2.000 -4.000
BulkG_WW_M2000 2.000 -4.000
BulkG_WW_M2500 2.000 -4.000
BulkG_WW_M3000 2.000 -4.000
BulkG_WW_M3500 3.000 -4.000
BulkG_WW_M4000 3.000 -5.000
BulkG_WW_M4500 2.000 -4.000
