mass JESUp JESDown

BulkG_WW_M1000 43.000 -38.000
BulkG_WW_M1200 44.000 -35.000
BulkG_WW_M1400 57.000 -36.000
BulkG_WW_M1600 55.000 -35.000
BulkG_WW_M1800 97.000 -42.000
BulkG_WW_M2000 69.000 -45.000
BulkG_WW_M2500 74.000 -56.000
BulkG_WW_M3000 87.000 -41.000
BulkG_WW_M3500 55.000 -46.000
BulkG_WW_M4000 41.000 -48.000
BulkG_WW_M4500 53.000 -42.000
