mass JESUp JESDown

BulkG_ZZ_M1000 -9.000 -12.000
BulkG_ZZ_M1200 -22.000 28.000
BulkG_ZZ_M1400 -24.000 32.000
BulkG_ZZ_M1600 -24.000 30.000
BulkG_ZZ_M1800 -28.000 37.000
BulkG_ZZ_M2000 -22.000 33.000
BulkG_ZZ_M2500 -26.000 36.000
BulkG_ZZ_M3000 -24.000 33.000
BulkG_ZZ_M3500 -26.000 32.000
BulkG_ZZ_M4000 -25.000 28.000
BulkG_ZZ_M4500 -25.000 36.000
