mass JMSUp JMSDown

Wprime_WZ_M1000 -27.000 30.000
Wprime_WZ_M1200 -20.000 23.000
Wprime_WZ_M1400 -17.000 18.000
Wprime_WZ_M1600 -17.000 17.000
Wprime_WZ_M1800 -16.000 14.000
Wprime_WZ_M2000 -18.000 16.000
Wprime_WZ_M2500 -16.000 15.000
Wprime_WZ_M3000 -14.000 14.000
Wprime_WZ_M3500 -16.000 14.000
Wprime_WZ_M4000 -15.000 15.000
Wprime_WZ_M4500 -14.000 14.000
