mass JMRUp JMRDown

Wprime_WZ_M1000 -3.000 0.000
Wprime_WZ_M1200 -4.000 2.000
Wprime_WZ_M1400 -2.000 2.000
Wprime_WZ_M1600 -1.000 -1.000
Wprime_WZ_M1800 -1.000 2.000
Wprime_WZ_M2000 -1.000 1.000
Wprime_WZ_M2500 -3.000 1.000
Wprime_WZ_M3000 -3.000 0.000
Wprime_WZ_M3500 -3.000 0.000
Wprime_WZ_M4000 -1.000 1.000
Wprime_WZ_M4500 0.000 1.000
