mass JMRUp JMRDown

BulkG_WW_M1000 0.000 1.000
BulkG_WW_M1200 7.000 1.000
BulkG_WW_M1400 4.000 -5.000
BulkG_WW_M1600 5.000 -8.000
BulkG_WW_M1800 8.000 -2.000
BulkG_WW_M2000 7.000 -6.000
BulkG_WW_M2500 -2.000 -11.000
BulkG_WW_M3000 0.000 -9.000
BulkG_WW_M3500 3.000 -5.000
BulkG_WW_M4000 3.000 -5.000
BulkG_WW_M4500 -1.000 -4.000
