mass JMSUp JMSDown

Wprime_WZ_M1000 -9.000 4.000
Wprime_WZ_M1200 -3.000 -3.000
Wprime_WZ_M1400 0.000 -5.000
Wprime_WZ_M1600 1.000 -6.000
Wprime_WZ_M1800 2.000 -8.000
Wprime_WZ_M2000 4.000 -7.000
Wprime_WZ_M2500 3.000 -7.000
Wprime_WZ_M3000 2.000 -5.000
Wprime_WZ_M3500 0.000 -3.000
Wprime_WZ_M4000 1.000 -3.000
Wprime_WZ_M4500 -1.000 -4.000
