mass JMRUp JMRDown

BulkG_WW_M1000 -5.000 2.000
BulkG_WW_M1200 -4.000 3.000
BulkG_WW_M1400 -5.000 3.000
BulkG_WW_M1600 -1.000 3.000
BulkG_WW_M1800 -4.000 3.000
BulkG_WW_M2000 -1.000 4.000
BulkG_WW_M2500 -2.000 3.000
BulkG_WW_M3000 -5.000 2.000
BulkG_WW_M3500 -5.000 0.000
BulkG_WW_M4000 -1.000 1.000
BulkG_WW_M4500 -2.000 3.000
