mass JESUp JESDown

BulkG_ZZ_M1000 -3.000 -6.000
BulkG_ZZ_M1200 -12.000 8.000
BulkG_ZZ_M1400 -11.000 10.000
BulkG_ZZ_M1600 -10.000 8.000
BulkG_ZZ_M1800 -10.000 9.000
BulkG_ZZ_M2000 -11.000 10.000
BulkG_ZZ_M2500 -12.000 4.000
BulkG_ZZ_M3000 -11.000 7.000
BulkG_ZZ_M3500 -9.000 9.000
BulkG_ZZ_M4000 -14.000 7.000
BulkG_ZZ_M4500 -10.000 11.000
