mass JMRUp JMRDown

Wprime_WZ_M1000 -2.000 -5.000
Wprime_WZ_M1200 4.000 -8.000
Wprime_WZ_M1400 10.000 -5.000
Wprime_WZ_M1600 1.000 -7.000
Wprime_WZ_M1800 8.000 -11.000
Wprime_WZ_M2000 8.000 -14.000
Wprime_WZ_M2500 2.000 -10.000
Wprime_WZ_M3000 3.000 -4.000
Wprime_WZ_M3500 4.000 -5.000
Wprime_WZ_M4000 4.000 -3.000
Wprime_WZ_M4500 1.000 1.000
