mass JMSUp JMSDown

BulkG_WW_M1000 45.000 -40.000
BulkG_WW_M1200 46.000 -38.000
BulkG_WW_M1400 60.000 -36.000
BulkG_WW_M1600 51.000 -36.000
BulkG_WW_M1800 93.000 -39.000
BulkG_WW_M2000 63.000 -41.000
BulkG_WW_M2500 63.000 -50.000
BulkG_WW_M3000 72.000 -37.000
BulkG_WW_M3500 44.000 -38.000
BulkG_WW_M4000 33.000 -37.000
BulkG_WW_M4500 36.000 -33.000
