mass JMRUp JMRDown

BulkG_WW_M1000 -5.000 -14.000
BulkG_WW_M1200 0.000 -12.000
BulkG_WW_M1400 38.000 -7.000
BulkG_WW_M1600 10.000 -23.000
BulkG_WW_M1800 14.000 -23.000
BulkG_WW_M2000 20.000 -19.000
BulkG_WW_M2500 27.000 -18.000
BulkG_WW_M3000 4.000 0.000
BulkG_WW_M3500 -3.000 -4.000
BulkG_WW_M4000 29.000 0.000
BulkG_WW_M4500 0.000 -1.000
